xi,q,w,s
-1.684894248261945,-2.532857738617282,0.0,6.594056788372488
1.6392279857370469,-0.03664480705350956,0.0,2.5811168209265776
0.4790129597259894,5.768354443058433,0.0,5.490310419279574
1.6095700318030701,0.38266345867913953,0.0,4.222029370250126
-1.6265556158634296,-0.3952057248005234,0.0,4.236050184474987
1.6298780470962972,-0.035828257110222986,0.0,4.48898857936903
0.3132636317129613,5.763091266134222,0.0,0.822217088724872
-0.18746744049199418,-5.762542791043824,0.0,2.5204734035641234
1.5429754034028913,1.063132762067902,0.0,1.450984314986385
-1.5461120186126016,-3.026896848585702,0.0,7.729914960345567
1.4461147401836634,-3.1220705058512612,0.0,4.144277121364772
-1.4557013407090305,3.0157305397814387,0.0,3.1352925464620456
1.524479074440656,3.6874472795311686,0.0,1.8441739589480433
0.4447841050991786,-5.999472271891287,0.0,2.210405780734376
-1.581843378680064,-3.0063348971856625,0.0,4.2745539508423
1.6545649413169972,2.4663546953024484,0.0,5.449496177883432
-1.658911757760871,0.6165058615563366,0.0,3.2614455601544843
1.5171733903386024,4.393511693057331,0.0,2.8832910466422015
-1.6616543628045641,-3.8339391262480085,0.0,3.908812469436211
1.7599761826574054,3.254005050612225,0.0,0.4158380853196371
-0.6635085770389435,6.134356594704826,0.0,2.725405155641354
0.47225070067474517,-6.034186669868006,0.0,0.5575846145291644
0.5069751993165692,5.681250986155896,0.0,1.9186618008043084
1.5021071573221279,-2.4329698384336655,0.0,2.5993937117734136
-0.6681387193593192,5.968749833588531,0.0,0.6529401944815509
-0.4928194406743384,-5.694192761904605,0.0,4.805709676864895
1.4276911631556997,4.287873908999595,0.0,3.4142997191960682
-0.6831509732544168,-5.6331874179654005,0.0,4.530154286618562
1.555409869325712,-3.0216897634825526,0.0,2.561009811918137
0.586589128037906,5.680996417549602,0.0,3.1492357910210353
0.5281152224990582,-5.994901575820919,0.0,2.0632429784087294
-1.5472520306756627,-3.451524695033495,-1.3877787807814457e-17,3.298292730972251
0.91012629733031,5.420628248650748,0.0,3.2583557224992115
0.1710884919233681,-5.983019523322665,0.0,2.956438139066717
-1.0155486321906755,5.728318499106856,0.0,0.17821599877010405
-0.7702717327342267,5.930885230138131,0.0,3.674696842678539
-1.3672803144311592,-4.182425978899927,0.0,1.9491121301319922
-0.6607397075890625,5.904215244369912,0.0,2.7443519046743607
0.6042903135992482,-5.833707208280997,0.0,0.960019733311574
-0.4226546062961745,5.90114611066171,0.0,6.1325529431033035
-0.8699489467326265,5.723415833515216,0.0,2.6628805023855513
-0.20205146657959444,-5.655727852712846,0.0,3.0629113166433024
-0.7920682991828002,5.699914109595393,0.0,1.3335821395148313
1.4653831732932943,-0.5027636663876257,0.0,3.7446058204917145
-0.8061532311517277,5.782543522765385,0.0,0.6218750075126265
-0.12236929461104913,-5.794552117450116,0.0,3.524770759424733
-1.4705277243228325,3.2793171016876403,0.0,0.8399018403823874
1.5603238467489586,-2.5816482999382235,0.0,2.635647623000279
-0.7098138055297951,6.0246933832136085,0.0,1.9559900849207468
1.5473527578502622,3.907559085978529,0.0,2.7197935942073728
-1.6857125752128295,-3.4104614407458196,0.0,0.5876149302169364
1.5720192167263116,-3.867110958357164,0.0,2.902320149310201
-1.5096359828427293,4.748140347303916,0.0,3.9957983324306956
1.445515456548103,-4.816978872612465,-2.7755575615628914e-17,1.4517437270422504
-1.7277923810900762,-1.1320832985428693,0.0,6.4989767325312995
-1.5003155666506223,3.902181821733228,0.0,3.442426708999157
1.6615623733218838,3.123091861271821,0.0,4.794966055938075
-1.4540730214533106,4.444599015705768,0.0,3.239849088714915
1.6558010522874866,3.148481833425609,0.0,2.6723842284765618
-1.4033628724944809,5.378036711189696,6.938893903907228e-18,3.7056407364121977
-1.042661814223341,-5.2040717304397415,0.0,3.378361735754402
0.05755848529367149,5.954946410893168,0.0,4.129399234262981
-0.12437225716716718,-5.8596520696867165,0.0,3.0292905386628464
-0.895308487280572,5.779248332189022,1.3877787807814457e-17,1.0600071096838934
1.576470360549058,0.22180257050332872,0.0,1.0599650947982904
-1.3510921774409734,-4.525598752319109,0.0,1.0945561227380092
0.3600671314443608,5.7242521795197385,0.0,1.513706588705931
